panel	gid	tpm_Ar	tpm_As	tpm_Br	tpm_Bs	tpm_Hr	tpm_Hs	MP_tpm	HP_tpm	SS_Ar_As	SS_Br_Bs	SS_As_Bs	SS_Hs_As	SS_Hs_Bs	SS_Hs_Ms	tag	Bs_As log2ratio
conserved (2189)	Zm00001d003504	787.5	167.6	1295.0	215.1	126.3	11.8	191.3	215.1	0.015	0.026	0.045	0.030	0.075	0.031	conserved	0.3598213558
conserved (2189)	Zm00001d003533	405.7	103.2	282.1	95.3	16.8	18.1	99.2	103.2	0.015	0.019	0.044	0.085	0.074	0.098	conserved	-0.1137693633
conserved (2189)	Zm00001d003546	6.0	5.2	5.5	5.8	6.6	2.4	5.5	5.8	0.082	0.069	0.060	0.088	0.137	0.077	conserved	0.1415684037
conserved (2189)	Zm00001d003614	74.3	6.0	127.3	7.9	152.0	2.0	7.0	7.9	0.076	0.047	0.072	0.161	0.189	0.164	conserved	0.3856470646
conserved (2189)	Zm00001d003630	14.9	8.4	13.5	11.8	23.3	10.6	10.1	11.8	0.072	0.098	0.079	0.097	0.037	0.059	conserved	0.4806869077
conserved (2189)	Zm00001d003652	46.6	32.6	37.7	28.0	49.7	55.0	30.3	32.6	0.033	0.085	0.059	0.168	0.109	0.139	conserved	-0.2219934319
conserved (2189)	Zm00001d003683	70.1	56.1	81.8	73.3	49.1	22.3	64.7	73.3	0.037	0.011	0.025	0.072	0.059	0.068	conserved	0.3851872702
conserved (2189)	Zm00001d003684	20.4	11.9	8.5	14.9	14.4	9.4	13.4	14.9	0.074	0.097	0.050	0.109	0.066	0.084	conserved	0.3229252841
conserved (2189)	Zm00001d003729	106.4	98.1	89.1	81.8	108.3	114.7	90.0	98.1	0.095	0.080	0.032	0.064	0.080	0.071	conserved	-0.2622428894
conserved (2189)	Zm00001d003742	46.1	20.3	55.9	29.8	54.5	3.4	25.1	29.8	0.089	0.060	0.081	0.221	0.292	0.240	conserved	0.5521365577
conserved (2189)	Zm00001d003743	41.9	36.4	32.8	34.9	7.8	6.3	35.6	36.4	0.096	0.072	0.062	0.185	0.206	0.206	conserved	-0.06085433825
conserved (2189)	Zm00001d003757	17.4	88.7	17.3	28.4	7.8	10.3	58.6	88.7	0.014	0.015	0.045	0.050	0.095	0.051	conserved	-1.642743195
conserved (2189)	Zm00001d003773	26.9	17.1	54.1	19.8	141.8	13.1	18.4	19.8	0.067	0.062	0.095	0.246	0.198	0.219	conserved	0.211238313
conserved (2189)	Zm00001d003857	214.2	136.4	188.2	112.8	128.1	46.2	124.6	136.4	0.042	0.049	0.045	0.037	0.062	0.031	conserved	-0.2738335989
conserved (2189)	Zm00001d003878	92.7	71.8	80.3	58.6	110.1	44.7	65.2	71.8	0.056	0.049	0.074	0.054	0.096	0.041	conserved	-0.2936756001
conserved (2189)	Zm00001d003896	17.4	14.7	39.2	33.6	19.2	10.9	24.1	33.6	0.063	0.044	0.065	0.139	0.074	0.082	conserved	1.188380521
conserved (2189)	Zm00001d003917	35.7	31.7	27.3	32.8	23.9	23.7	32.2	32.8	0.084	0.041	0.068	0.135	0.175	0.145	conserved	0.04591034259
conserved (2189)	Zm00001d003931	9.1	8.9	9.5	11.6	10.8	20.8	10.3	11.6	0.079	0.064	0.038	0.159	0.124	0.165	conserved	0.3795069669
conserved (2189)	Zm00001d003957	13.2	15.8	10.2	16.9	13.8	18.1	16.4	16.9	0.047	0.053	0.060	0.160	0.134	0.163	conserved	0.1022174006
conserved (2189)	Zm00001d003958	8.2	7.6	10.3	5.8	6.6	6.1	6.7	7.6	0.086	0.100	0.100	0.189	0.157	0.123	conserved	-0.4000215496
conserved (2189)	Zm00001d003962	216.5	245.8	92.9	207.2	67.6	169.6	226.5	245.8	0.038	0.100	0.031	0.088	0.062	0.083	conserved	-0.2462060775
conserved (2189)	Zm00001d004070	12.6	8.1	19.9	7.7	32.9	1.4	7.9	8.1	0.046	0.084	0.040	0.125	0.125	0.125	conserved	-0.07161457117
conserved (2189)	Zm00001d004119	94.4	54.9	85.7	65.1	71.8	34.3	60.0	65.1	0.026	0.067	0.045	0.078	0.105	0.084	conserved	0.2457170322
conserved (2189)	Zm00001d004125	27.1	92.7	32.1	68.7	22.7	90.9	80.7	92.7	0.051	0.043	0.068	0.109	0.120	0.121	conserved	-0.431534674
conserved (2189)	Zm00001d004139	83.7	85.7	115.6	74.0	148.4	63.2	79.8	85.7	0.067	0.085	0.075	0.090	0.082	0.086	conserved	-0.2105554815
conserved (2189)	Zm00001d004169	64.2	33.3	26.0	24.6	52.1	12.6	28.9	33.3	0.095	0.082	0.053	0.305	0.295	0.285	conserved	-0.4365658085
conserved (2189)	Zm00001d004232	39.1	16.7	21.3	11.9	13.2	10.9	14.3	16.7	0.023	0.067	0.030	0.065	0.078	0.086	conserved	-0.4872545923
conserved (2189)	Zm00001d004310	79.5	14.0	17.9	11.6	41.3	25.4	12.8	14.0	0.026	0.058	0.046	0.045	0.027	0.049	conserved	-0.2672897104
conserved (2189)	Zm00001d004409	30.5	11.2	10.3	17.3	41.3	13.3	14.3	17.3	0.014	0.016	0.037	0.010	0.036	0.016	conserved	0.6350279981
conserved (2189)	Zm00001d004624	196.3	35.7	1063.7	22.7	1536.8	14.2	29.2	35.7	0.014	0.043	0.033	0.036	0.054	0.041	conserved	-0.6549000414
conserved (2189)	Zm00001d004676	81.5	71.9	72.7	77.5	47.9	54.5	74.7	77.5	0.065	0.064	0.058	0.111	0.088	0.094	conserved	0.1098325218
conserved (2189)	Zm00001d004700	5980.3	589.9	2507.3	481.8	3322.0	429.7	535.8	589.9	0.060	0.055	0.022	0.036	0.053	0.035	conserved	-0.2919908915
conserved (2189)	Zm00001d004762	15.3	21.8	34.9	5.9	9.0	7.5	13.9	21.8	0.077	0.044	0.070	0.034	0.076	0.039	conserved	-1.883525894
conserved (2189)	Zm00001d004779	39.9	21.9	20.9	35.6	155.0	35.1	28.7	35.6	0.087	0.024	0.021	0.227	0.212	0.204	conserved	0.705121192
conserved (2189)	Zm00001d004804	124.2	19.5	115.4	23.9	34.1	3.0	21.7	23.9	0.042	0.041	0.027	0.082	0.069	0.117	conserved	0.2983038422
conserved (2189)	Zm00001d004839	51.7	52.6	45.1	39.0	18.0	22.9	45.8	52.6	0.026	0.044	0.057	0.029	0.084	0.045	conserved	-0.4306786019
conserved (2189)	Zm00001d004848	326.2	61.0	359.3	43.2	204.7	6.7	52.1	61.0	0.053	0.063	0.092	0.192	0.100	0.192	conserved	-0.4972956412
conserved (2189)	Zm00001d004855	94.2	49.2	78.5	33.2	47.9	7.6	41.2	49.2	0.077	0.076	0.093	0.196	0.111	0.197	conserved	-0.5675880325
conserved (2189)	Zm00001d004894	4.6	4997.6	22.8	3086.7	9.0	9834.4	4042.1	4997.6	0.052	0.097	0.095	0.040	0.095	0.035	conserved	-0.6951823839
conserved (2189)	Zm00001d004895	9.3	2.3	32.9	9.2	10.8	1.1	5.7	9.2	0.095	0.082	0.094	0.514	0.581	0.600	conserved	1.986583037
conserved (2189)	Zm00001d004976	56.6	25.6	36.4	22.4	32.3	21.2	24.0	25.6	0.085	0.088	0.088	0.094	0.090	0.083	conserved	-0.1946209821
conserved (2189)	Zm00001d004997	70.1	49.3	51.3	45.8	21.5	42.3	47.6	49.3	0.051	0.092	0.098	0.064	0.041	0.033	conserved	-0.105592851
conserved (2189)	Zm00001d005027	71.4	58.9	67.8	51.1	108.3	30.1	55.0	58.9	0.065	0.071	0.065	0.059	0.108	0.080	conserved	-0.2061826129
conserved (2189)	Zm00001d005062	17.5	13.0	15.7	15.3	4.8	10.3	14.2	15.3	0.076	0.068	0.066	0.131	0.135	0.082	conserved	0.2380245197
conserved (2189)	Zm00001d005092	202.6	91.3	384.3	84.6	399.8	37.6	88.0	91.3	0.025	0.048	0.029	0.055	0.077	0.049	conserved	-0.109241937
conserved (2189)	Zm00001d005108	36.0	28.7	29.6	32.9	14.4	27.0	30.8	32.9	0.062	0.066	0.034	0.100	0.119	0.070	conserved	0.1956571842
conserved (2189)	Zm00001d005110	20.8	16.9	17.5	22.7	12.6	15.0	19.8	22.7	0.098	0.070	0.063	0.182	0.144	0.112	conserved	0.4237008939
conserved (2189)	Zm00001d005156	19.5	12.7	26.9	8.5	24.5	12.4	10.6	12.7	0.069	0.088	0.043	0.085	0.072	0.051	conserved	-0.570178815
conserved (2189)	Zm00001d005200	29.4	22.4	33.0	16.2	25.7	12.0	19.3	22.4	0.043	0.091	0.081	0.121	0.040	0.093	conserved	-0.4665047099
conserved (2189)	Zm00001d005238	71.2	55.1	52.6	34.5	37.7	46.6	44.8	55.1	0.053	0.065	0.085	0.088	0.103	0.074	conserved	-0.6744973557
conserved (2189)	Zm00001d005270	19.5	21.8	12.0	23.2	12.6	16.3	22.5	23.2	0.074	0.091	0.065	0.066	0.069	0.076	conserved	0.09122194502
conserved (2189)	Zm00001d005276	93.5	90.8	83.8	105.5	62.8	60.4	98.1	105.5	0.032	0.034	0.038	0.128	0.165	0.131	conserved	0.2165352788
conserved (2189)	Zm00001d005315	247.9	61.4	161.8	94.6	6.0	27.5	78.0	94.6	0.032	0.023	0.065	0.021	0.043	0.031	conserved	0.6230924294
conserved (2189)	Zm00001d005338	60.7	68.0	78.8	61.6	59.2	66.1	64.8	68.0	0.041	0.069	0.043	0.075	0.061	0.069	conserved	-0.1418951151
conserved (2189)	Zm00001d005344	138.6	133.9	213.6	226.9	244.8	75.0	180.4	226.9	0.081	0.087	0.062	0.129	0.091	0.117	conserved	0.7601564439
conserved (2189)	Zm00001d005450	41.1	44.9	22.7	48.4	18.6	53.7	46.6	48.4	0.060	0.079	0.045	0.083	0.091	0.086	conserved	0.1099069039
conserved (2189)	Zm00001d005459	108.6	62.4	96.6	35.5	16.2	5.7	48.9	62.4	0.088	0.075	0.078	0.153	0.108	0.153	conserved	-0.8167087935
conserved (2189)	Zm00001d005466	283.8	561.5	664.0	990.3	426.1	229.0	775.9	990.3	0.050	0.034	0.031	0.107	0.138	0.123	conserved	0.8186084851
conserved (2189)	Zm00001d005486	15.5	35.3	16.6	94.8	85.6	16.8	65.1	94.8	0.012	0.036	0.009	0.009	0.010	0.010	conserved	1.425361569
conserved (2189)	Zm00001d005542	25.7	15.0	26.0	31.3	5.4	2.3	23.2	31.3	0.055	0.029	0.068	0.149	0.080	0.085	conserved	1.061089531
conserved (2189)	Zm00001d005563	26.1	22.2	17.3	15.7	16.2	11.0	19.0	22.2	0.095	0.094	0.096	0.141	0.104	0.121	conserved	-0.5056800995
conserved (2189)	Zm00001d005638	29.1	23.7	17.9	24.2	13.8	18.4	24.0	24.2	0.098	0.069	0.057	0.156	0.169	0.129	conserved	0.02809278446
conserved (2189)	Zm00001d005641	8.6	9.8	11.1	16.0	9.6	11.9	12.9	16.0	0.026	0.083	0.051	0.092	0.086	0.126	conserved	0.7071742833
conserved (2189)	Zm00001d005642	37.0	36.9	132.0	201.9	85.6	30.4	119.4	201.9	0.024	0.035	0.082	0.047	0.059	0.061	conserved	2.451953002
conserved (2189)	Zm00001d005658	30.2	25.0	4.4	14.6	9.0	10.4	19.8	25.0	0.044	0.037	0.040	0.041	0.031	0.058	conserved	-0.7731884199
conserved (2189)	Zm00001d005675	155.4	171.1	189.9	181.5	102.3	100.9	176.3	181.5	0.072	0.041	0.040	0.077	0.109	0.084	conserved	0.0855577066
conserved (2189)	Zm00001d005692	2.6	3.1	2.8	5.9	19.7	4.6	4.5	5.9	0.056	0.075	0.028	0.056	0.042	0.042	conserved	0.9254385647
conserved (2189)	Zm00001d005694	11.8	50.8	30.6	188.5	20.3	74.5	119.6	188.5	0.057	0.022	0.038	0.072	0.057	0.051	conserved	1.892385377
conserved (2189)	Zm00001d005819	284.5	54.4	162.8	36.8	175.9	31.0	45.6	54.4	0.021	0.045	0.068	0.084	0.100	0.099	conserved	-0.5655372969
conserved (2189)	Zm00001d005895	127.1	259.0	141.7	146.2	229.8	234.5	202.6	259.0	0.031	0.071	0.067	0.026	0.093	0.033	conserved	-0.8253387577
conserved (2189)	Zm00001d005929	6.9	10.5	6.0	14.0	29.3	6.0	12.2	14.0	0.058	0.098	0.084	0.194	0.253	0.202	conserved	0.4129624813
conserved (2189)	Zm00001d005951	56.6	28.4	24.8	45.6	6.0	14.4	37.0	45.6	0.063	0.094	0.054	0.077	0.079	0.085	conserved	0.6830977984
conserved (2189)	Zm00001d005958	58.2	47.7	49.4	40.6	96.4	27.4	44.1	47.7	0.050	0.025	0.038	0.214	0.194	0.246	conserved	-0.2330897732
conserved (2189)	Zm00001d005970	16.7	14.4	9.0	11.7	0.0	1.9	13.0	14.4	0.030	0.054	0.063	0.175	0.235	0.165	conserved	-0.2911651915
conserved (2189)	Zm00001d006008	27.2	17.0	20.0	16.5	6.0	7.5	16.7	17.0	0.016	0.040	0.023	0.059	0.059	0.083	conserved	-0.03647665842
conserved (2189)	Zm00001d006010	104.3	38.8	56.0	29.4	16.8	9.2	34.1	38.8	0.019	0.053	0.037	0.040	0.029	0.046	conserved	-0.3971496103
conserved (2189)	Zm00001d006049	59.3	37.4	59.7	33.6	58.6	20.1	35.5	37.4	0.055	0.064	0.080	0.097	0.147	0.086	conserved	-0.1525088286
conserved (2189)	Zm00001d006064	40.1	46.4	46.4	31.0	46.1	32.0	38.7	46.4	0.040	0.027	0.027	0.033	0.029	0.019	conserved	-0.5851356485
conserved (2189)	Zm00001d006070	22.0	13.4	24.6	21.2	18.6	11.2	17.3	21.2	0.081	0.034	0.070	0.076	0.108	0.085	conserved	0.6678559543
conserved (2189)	Zm00001d006096	75.3	30.9	44.2	30.2	23.9	17.4	30.5	30.9	0.072	0.042	0.061	0.095	0.094	0.070	conserved	-0.03374928348
conserved (2189)	Zm00001d006100	66.9	41.4	61.1	45.2	36.5	27.3	43.3	45.2	0.020	0.017	0.053	0.042	0.088	0.059	conserved	0.1260608061
conserved (2189)	Zm00001d006176	12.5	7.9	17.2	14.2	24.5	16.3	11.1	14.2	0.041	0.075	0.096	0.128	0.177	0.156	conserved	0.8394845189
conserved (2189)	Zm00001d006192	34.4	27.1	20.7	30.9	9.0	17.6	29.0	30.9	0.036	0.064	0.084	0.089	0.126	0.097	conserved	0.1895692461
conserved (2189)	Zm00001d006213	117.9	253.0	393.2	1459.7	67.0	91.8	856.4	1459.7	0.031	0.041	0.028	0.312	0.285	0.290	conserved	2.528176949
conserved (2189)	Zm00001d006235	36.3	28.2	30.9	31.9	32.3	18.1	30.0	31.9	0.085	0.053	0.059	0.147	0.176	0.169	conserved	0.1803313277
conserved (2189)	Zm00001d006238	220.1	177.7	227.6	216.5	170.6	79.3	197.1	216.5	0.047	0.079	0.072	0.128	0.180	0.157	conserved	0.2850023428
conserved (2189)	Zm00001d006244	48.0	43.3	47.7	29.3	58.0	31.4	36.3	43.3	0.099	0.055	0.071	0.096	0.081	0.101	conserved	-0.5657988879
conserved (2189)	Zm00001d006249	41.7	20.2	24.8	21.9	15.6	17.3	21.1	21.9	0.065	0.077	0.037	0.092	0.063	0.112	conserved	0.1198770292
conserved (2189)	Zm00001d006250	21.1	31.4	24.1	33.8	13.8	9.6	32.6	33.8	0.063	0.085	0.080	0.241	0.213	0.241	conserved	0.1058652335
conserved (2189)	Zm00001d006320	165.0	132.4	149.2	114.9	131.7	35.7	123.7	132.4	0.036	0.037	0.067	0.076	0.120	0.086	conserved	-0.2048925413
conserved (2189)	Zm00001d006336	79.8	40.8	71.6	50.3	43.1	18.1	45.5	50.3	0.079	0.055	0.027	0.126	0.121	0.122	conserved	0.301189233
conserved (2189)	Zm00001d006342	12.4	18.4	5.5	14.7	12.6	17.5	16.5	18.4	0.097	0.081	0.065	0.105	0.054	0.090	conserved	-0.3235391983
conserved (2189)	Zm00001d006344	50.2	32.0	56.3	27.4	67.0	37.2	29.7	32.0	0.042	0.074	0.047	0.152	0.198	0.166	conserved	-0.2223128635
conserved (2189)	Zm00001d006388	263.5	243.6	407.1	165.5	328.0	161.4	204.5	243.6	0.031	0.072	0.039	0.075	0.096	0.085	conserved	-0.5577378532
conserved (2189)	Zm00001d006415	50.7	33.3	54.8	25.6	119.7	30.1	29.5	33.3	0.076	0.095	0.067	0.091	0.101	0.095	conserved	-0.38031842
conserved (2189)	Zm00001d006417	13.6	14.1	11.5	88.0	494.9	37.8	51.0	88.0	0.020	0.073	0.070	0.094	0.024	0.024	conserved	2.645182964
conserved (2189)	Zm00001d006422	45.5	25.4	30.1	37.4	22.7	24.4	31.4	37.4	0.067	0.062	0.050	0.083	0.099	0.065	conserved	0.5584822967
conserved (2189)	Zm00001d006461	28.0	25.1	26.2	38.4	16.2	5.9	31.7	38.4	0.045	0.043	0.058	0.165	0.165	0.151	conserved	0.6154654047
conserved (2189)	Zm00001d006466	2.1	20.4	3.0	22.8	0.0	28.9	21.6	22.8	0.087	0.087	0.064	0.109	0.144	0.138	conserved	0.1602175585
conserved (2189)	Zm00001d006480	59.4	44.1	41.9	38.3	62.8	42.2	41.2	44.1	0.065	0.049	0.063	0.180	0.199	0.174	conserved	-0.2002357291
conserved (2189)	Zm00001d006496	24.6	15.3	25.7	16.6	13.8	9.3	15.9	16.6	0.058	0.092	0.079	0.083	0.081	0.090	conserved	0.119018613
conserved (2189)	Zm00001d006531	10.8	6.8	6.7	12.5	24.5	4.4	9.7	12.5	0.033	0.026	0.033	0.033	0.066	0.065	conserved	0.8739638734
conserved (2189)	Zm00001d006533	167.9	136.2	154.0	185.9	687.0	209.0	161.1	185.9	0.071	0.061	0.020	0.072	0.082	0.069	conserved	0.4482076104
conserved (2189)	Zm00001d006547	20.2	31.1	16.1	20.1	4.8	6.5	25.6	31.1	0.012	0.034	0.024	0.084	0.098	0.074	conserved	-0.6267328097
conserved (2189)	Zm00001d006602	86.4	56.9	119.4	77.3	91.6	38.3	67.1	77.3	0.047	0.055	0.069	0.060	0.082	0.091	conserved	0.4407956433
conserved (2189)	Zm00001d006613	55.6	67.2	65.2	47.9	31.1	40.5	57.5	67.2	0.032	0.071	0.088	0.049	0.064	0.055	conserved	-0.4882080553
conserved (2189)	Zm00001d006623	151.7	87.1	130.2	83.2	4.2	1.4	85.2	87.1	0.031	0.030	0.020	0.085	0.087	0.090	conserved	-0.06591876355
conserved (2189)	Zm00001d006626	32.2	13.5	54.0	49.1	4.2	3.8	31.3	49.1	0.059	0.073	0.095	0.108	0.172	0.122	conserved	1.864915489
conserved (2189)	Zm00001d006628	56.5	71.9	44.6	110.7	42.5	60.6	91.3	110.7	0.100	0.044	0.053	0.200	0.159	0.155	conserved	0.6229109079
conserved (2189)	Zm00001d006639	79.6	29.8	132.8	20.0	12.6	9.7	24.9	29.8	0.043	0.086	0.088	0.135	0.152	0.135	conserved	-0.5733152359
conserved (2189)	Zm00001d006646	46.6	32.4	36.3	46.3	260.9	77.8	39.3	46.3	0.014	0.024	0.018	0.016	0.033	0.021	conserved	0.5142010878
conserved (2189)	Zm00001d006682	6.5	9.4	5.3	17.9	1.8	8.6	13.7	17.9	0.062	0.052	0.074	0.130	0.119	0.213	conserved	0.925307695
conserved (2189)	Zm00001d006688	24.4	22.5	38.1	93.9	23.9	15.1	58.2	93.9	0.080	0.032	0.082	0.134	0.153	0.158	conserved	2.059259271
conserved (2189)	Zm00001d006711	79.5	22.4	81.6	32.5	23.9	3.4	27.4	32.5	0.035	0.072	0.093	0.161	0.217	0.200	conserved	0.537107233
conserved (2189)	Zm00001d006844	47.7	49.1	38.3	33.3	9.6	29.4	41.2	49.1	0.047	0.060	0.061	0.108	0.089	0.108	conserved	-0.5615008198
conserved (2189)	Zm00001d006866	10.8	19.1	23.8	26.6	22.7	18.1	22.9	26.6	0.047	0.071	0.050	0.096	0.066	0.064	conserved	0.4825127178
conserved (2189)	Zm00001d006871	85.5	57.0	104.9	72.0	79.6	27.0	64.5	72.0	0.022	0.046	0.087	0.107	0.094	0.114	conserved	0.3371633895
conserved (2189)	Zm00001d006872	98.0	92.0	123.8	79.6	137.6	41.2	85.8	92.0	0.075	0.026	0.079	0.232	0.193	0.229	conserved	-0.2090822777
conserved (2189)	Zm00001d006883	56.8	13.0	80.6	31.7	11.4	4.8	22.4	31.7	0.061	0.028	0.059	0.138	0.140	0.158	conserved	1.289569778
conserved (2189)	Zm00001d006910	201.9	161.7	142.1	171.3	66.4	36.9	166.5	171.3	0.064	0.044	0.089	0.161	0.163	0.175	conserved	0.08258553694
conserved (2189)	Zm00001d007067	45.4	34.8	41.5	48.8	43.1	17.8	41.8	48.8	0.081	0.027	0.069	0.114	0.108	0.124	conserved	0.4900320971
conserved (2189)	Zm00001d007075	33.0	26.9	43.3	26.5	58.6	12.1	26.7	26.9	0.044	0.046	0.066	0.160	0.188	0.174	conserved	-0.02465839413
conserved (2189)	Zm00001d007076	4.7	7.5	2.8	15.7	3.0	12.8	11.6	15.7	0.083	0.052	0.081	0.107	0.087	0.073	conserved	1.072109373
conserved (2189)	Zm00001d007084	129.1	138.4	71.8	134.0	92.2	65.7	136.2	138.4	0.046	0.075	0.045	0.082	0.075	0.098	conserved	-0.04670164508
conserved (2189)	Zm00001d007097	861.7	1683.1	395.9	1938.5	133.5	1213.5	1810.8	1938.5	0.056	0.049	0.034	0.062	0.054	0.057	conserved	0.2038445038
conserved (2189)	Zm00001d007129	25.2	11.7	15.6	15.7	114.3	22.9	13.7	15.7	0.019	0.018	0.011	0.019	0.021	0.016	conserved	0.4139693302
conserved (2189)	Zm00001d007160	95.2	2.3	41.1	2.0	38.3	1.7	2.2	2.3	0.082	0.062	0.094	0.219	0.250	0.150	conserved	-0.2446591828
conserved (2189)	Zm00001d007192	22.8	14.6	22.3	14.8	34.1	7.1	14.7	14.8	0.060	0.061	0.077	0.131	0.111	0.122	conserved	0.02072318849
conserved (2189)	Zm00001d007226	3.9	8.3	5.0	6.3	5.4	4.4	7.3	8.3	0.041	0.096	0.093	0.130	0.118	0.145	conserved	-0.4115184704
conserved (2189)	Zm00001d007234	127.6	137.3	112.1	223.1	30.5	112.5	180.2	223.1	0.028	0.057	0.024	0.061	0.079	0.064	conserved	0.700859804
conserved (2189)	Zm00001d007274	5.7	16.6	7.1	20.0	53.9	27.9	18.3	20.0	0.045	0.067	0.092	0.024	0.090	0.035	conserved	0.2682861997
conserved (2189)	Zm00001d007301	60.3	51.2	41.8	33.5	55.1	4.7	42.3	51.2	0.045	0.086	0.069	0.098	0.154	0.101	conserved	-0.6122789001
conserved (2189)	Zm00001d007316	132.6	57.6	134.6	45.7	107.7	15.3	51.7	57.6	0.032	0.068	0.069	0.190	0.223	0.206	conserved	-0.3339172936
conserved (2189)	Zm00001d007345	44.1	96.1	25.0	112.2	19.2	88.4	104.1	112.2	0.056	0.070	0.060	0.057	0.102	0.058	conserved	0.2230613742
conserved (2189)	Zm00001d007351	66.8	14.9	34.1	17.6	43.7	4.0	16.2	17.6	0.065	0.078	0.055	0.267	0.212	0.223	conserved	0.2419515801
conserved (2189)	Zm00001d007357	25.4	23.7	20.3	24.8	65.8	18.1	24.3	24.8	0.071	0.076	0.053	0.174	0.163	0.162	conserved	0.06476851973
conserved (2189)	Zm00001d007383	36.3	28.6	27.3	20.6	66.4	32.6	24.6	28.6	0.064	0.059	0.040	0.158	0.154	0.159	conserved	-0.4687823931
conserved (2189)	Zm00001d007441	54.0	39.9	44.1	31.8	16.8	26.2	35.9	39.9	0.088	0.044	0.080	0.098	0.104	0.094	conserved	-0.3295242913
conserved (2189)	Zm00001d007446	261.6	246.3	256.4	321.3	96.4	159.0	283.8	321.3	0.097	0.051	0.049	0.082	0.107	0.081	conserved	0.3833311605
conserved (2189)	Zm00001d007594	34.6	37.2	40.0	53.2	34.1	29.2	45.2	53.2	0.076	0.048	0.062	0.176	0.211	0.189	conserved	0.5147308853
conserved (2189)	Zm00001d007599	202.7	218.3	242.8	411.4	1783.4	547.1	314.8	411.4	0.012	0.003	0.008	0.003	0.010	0.004	conserved	0.914480803
conserved (2189)	Zm00001d007639	3.7	34.7	6.8	29.1	1.8	34.3	31.9	34.7	0.053	0.075	0.051	0.090	0.113	0.072	conserved	-0.2532155829
conserved (2189)	Zm00001d007692	527.4	282.0	577.0	205.1	426.7	85.4	243.6	282.0	0.068	0.048	0.085	0.135	0.185	0.141	conserved	-0.4593305065
conserved (2189)	Zm00001d007757	40.4	37.8	62.9	38.0	58.6	21.7	37.9	38.0	0.062	0.033	0.094	0.118	0.035	0.104	conserved	0.009428898512
conserved (2189)	Zm00001d007767	60.8	33.2	64.0	51.0	48.5	16.3	42.1	51.0	0.040	0.052	0.035	0.042	0.073	0.055	conserved	0.6193099984
conserved (2189)	Zm00001d007770	69.6	32.9	48.5	36.9	100.5	24.0	34.9	36.9	0.030	0.029	0.047	0.054	0.098	0.071	conserved	0.1664385035
conserved (2189)	Zm00001d007810	39.0	38.7	37.8	33.2	25.7	17.2	35.9	38.7	0.062	0.036	0.056	0.134	0.176	0.130	conserved	-0.2210574671
conserved (2189)	Zm00001d007815	81.4	77.2	73.7	66.8	33.5	57.8	72.0	77.2	0.026	0.027	0.034	0.071	0.040	0.068	conserved	-0.2097363706
conserved (2189)	Zm00001d007819	60.2	56.4	56.4	44.5	30.5	37.2	50.4	56.4	0.067	0.095	0.032	0.168	0.189	0.175	conserved	-0.341487128
conserved (2189)	Zm00001d007824	246.0	216.9	458.4	300.4	135.2	180.7	258.6	300.4	0.028	0.018	0.070	0.061	0.113	0.064	conserved	0.4702414267
conserved (2189)	Zm00001d007830	1842.5	279.0	311.3	164.5	295.0	37.7	221.8	279.0	0.027	0.047	0.063	0.047	0.056	0.057	conserved	-0.7621992087
conserved (2189)	Zm00001d007884	81.9	31.0	115.2	112.1	75.4	47.5	71.6	112.1	0.084	0.044	0.087	0.133	0.126	0.131	conserved	1.853201333
conserved (2189)	Zm00001d007889	26.3	15.4	42.4	29.1	28.1	21.9	22.3	29.1	0.079	0.069	0.071	0.196	0.150	0.182	conserved	0.9147401007
conserved (2189)	Zm00001d007947	54.7	45.6	60.7	49.2	98.7	20.2	47.4	49.2	0.084	0.080	0.088	0.049	0.081	0.056	conserved	0.1119518361
conserved (2189)	Zm00001d007951	38.4	21.6	28.6	22.2	64.6	23.1	21.9	22.2	0.085	0.063	0.078	0.081	0.075	0.067	conserved	0.04055241089
conserved (2189)	Zm00001d008073	102.4	17.8	123.3	20.1	15.6	2.5	19.0	20.1	0.080	0.047	0.068	0.124	0.101	0.147	conserved	0.1809241135
conserved (2189)	Zm00001d008085	5.9	9.0	9.4	17.8	18.0	7.4	13.4	17.8	0.038	0.060	0.072	0.070	0.107	0.085	conserved	0.9912954296
conserved (2189)	Zm00001d008218	84.5	55.6	86.4	60.3	31.1	26.9	57.9	60.3	0.062	0.028	0.049	0.065	0.093	0.043	conserved	0.1171348272
conserved (2189)	Zm00001d008224	45.8	39.9	60.4	33.3	50.9	24.6	36.6	39.9	0.043	0.071	0.043	0.077	0.095	0.100	conserved	-0.263070684
conserved (2189)	Zm00001d008242	47.6	42.5	108.1	43.0	87.4	6.7	42.8	43.0	0.034	0.052	0.073	0.160	0.223	0.179	conserved	0.01776647536
conserved (2189)	Zm00001d008251	41.1	40.1	30.3	61.0	105.9	28.0	50.6	61.0	0.060	0.046	0.035	0.093	0.109	0.105	conserved	0.6040341292
conserved (2189)	Zm00001d008259	212.7	123.8	154.5	164.6	125.7	87.5	144.2	164.6	0.063	0.056	0.064	0.058	0.040	0.035	conserved	0.4114680511
conserved (2189)	Zm00001d008266	200.1	75.7	110.2	79.4	34.7	2.5	77.6	79.4	0.091	0.087	0.039	0.326	0.316	0.330	conserved	0.06935009588
conserved (2189)	Zm00001d008293	70.1	46.7	40.2	39.1	10.8	49.9	42.9	46.7	0.097	0.051	0.058	0.166	0.221	0.158	conserved	-0.258530954
